number,stop ID,arrival time,departure time,pick up users,drop of users
1,33,07:00:00,08:15:21,[],[]
2,30,08:23:10,08:25:10,['16'],[]
3,6,08:32:59,08:35:00,['17'],['16']
4,17,08:37:52,08:40:07,[],['17']
5,6,08:42:59,08:44:59,['9'],[]
6,31,08:56:50,08:58:51,[],['9']
7,6,09:10:42,09:20:07,['15'],[]
8,29,09:25:51,09:27:52,[],['15']
9,6,09:33:36,09:41:42,['13'],[]
10,29,09:47:26,09:49:27,['10'],[]
11,28,09:58:27,10:00:27,[],"['10', '13']"
12,6,10:14:49,10:49:50,"['0', '2']",[]
13,17,10:52:42,10:54:43,[],['0']
14,29,10:58:34,11:00:34,[],['2']
15,33,11:06:18,19:00:00,[],[]
